,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
291,7,2,1,1,8,0.8,2.9,1520.0,1440,30,0.0,0,0,8.0,0.675568182
292,7,2,1,1,7,0.8,2.9,1520.0,1440,30,0.0,0,0,8.0,0.661837121
293,7,2,2,1,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653
294,7,2,2,1,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767
295,7,2,2,1,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.600273268
296,7,2,1,1,6,0.8,2.9,1520.0,900,30,0.0,0,0,5.0,0.465757576
297,7,2,2,1,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539
298,7,2,1,1,11,0.8,4.15,1504.0,1260,30,0.0,0,0,7.0,0.313852814
299,8,2,1,2,5,0.6,4.15,1504.0,1440,30,0.0,0,0,8.0,0.852793561
300,8,2,1,2,11,0.65,4.15,1504.0,2160,30,0.0,0,0,12.0,0.838383838
301,8,2,1,2,6,0.8,2.9,1520.0,1800,30,0.0,0,0,10.0,0.804848485
302,8,2,2,2,6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800343766
303,8,2,2,2,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721
304,8,2,2,2,8,0.8,25.9,1288.0,10170,38,0.0,0,0,56.5,0.800128721
305,8,2,2,2,9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.800015009
306,8,2,2,2,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005417
307,8,2,2,2,10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094156
308,8,2,1,2,7,0.8,2.9,1520.0,1440,30,0.0,0,0,8.0,0.692045455
309,8,2,2,2,12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892
310,8,2,2,2,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734
311,8,2,2,2,11,0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.650299575
312,8,2,2,2,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243497
313,8,2,1,2,8,0.8,2.9,1520.0,1440,30,0.0,0,0,8.0,0.639867424
314,8,2,2,2,5,0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.600062696
315,8,2,1,2,9,0.8,3.94,1506.0,1800,30,0.0,0,0,10.0,0.582045455
316,8,2,2,2,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161
317,8,2,1,2,10,0.7,3.94,1506.0,1440,30,0.0,0,0,8.0,0.235795455
318,9,2,1,0,4,0.7,4.3,1502.0,5040,30,0.0,0,0,28.0,0.977272727
319,9,2,1,0,9,0.8,3.94,1506.0,1800,30,0.0,0,0,10.0,0.964106061
320,9,2,1,0,5,0.65,4.15,1504.0,1440,30,0.0,0,0,8.0,0.958901515
321,9,2,2,0,6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775
322,9,2,2,0,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602
323,9,2,2,0,9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117103
324,9,2,1,0,12,0.8,2.9,1520.0,1440,30,0.0,0,0,8.0,0.793844697
325,9,2,2,0,2,0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750517565
326,9,2,2,0,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049
327,9,2,2,0,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751
328,9,2,2,0,10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359
329,9,2,2,0,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.700170388
330,9,2,1,0,8,0.8,2.9,1520.0,1440,30,0.0,0,0,8.0,0.683806818
331,9,2,2,0,5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066445
332,9,2,2,0,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393
333,9,2,2,0,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429
334,9,2,1,0,10,0.7,3.94,1506.0,1440,30,0.0,0,0,8.0,0.538399621
335,9,2,1,0,11,0.7,4.15,1504.0,1440,31,0.0,0,0,8.0,0.409545455
336,9,2,2,0,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836
337,10,2,1,4,5,0.7,4.15,1504.0,1440,31,0.0,0,0,8.0,1.033570076
338,10,2,2,4,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486
339,10,2,2,4,8,0.8,25.9,1434.0,10170,50,0.0,0,0,56.5,0.800128721
340,10,2,2,4,9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117103
341,10,2,2,4,4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049
342,10,2,2,4,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359
343,10,2,2,4,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750037968
344,10,2,2,4,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.750031898
345,10,2,1,4,9,0.8,3.94,1506.0,1800,31,0.0,0,0,10.0,0.72830303
346,10,2,2,4,11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.700170388
347,10,2,2,4,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.700063796
348,10,2,1,4,8,0.8,2.9,1520.0,1440,31,0.0,0,0,8.0,0.639867424
349,10,2,2,4,12,0.5,15.26,1352.0,3720,23,0.0,0,0,34.0,0.500290419
350,10,2,2,4,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400332792
351,10,2,1,4,11,0.7,4.15,1504.0,2700,31,0.0,0,0,15.0,0.362666667
352,11,2,1,5,4,0.75,4.3,1502.0,6000,31,0.0,0,0,20.0,0.978525641
353,11,2,1,5,2,0.7,3.94,1506.0,5100,31,0.0,0,0,17.0,0.912202112
354,11,2,2,5,4,0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.900556277
355,11,2,2,5,6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511
356,11,2,1,5,9,0.8,3.94,1506.0,2400,31,0.0,0,0,8.0,0.827147436
357,11,2,2,5,8,0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800436542
358,11,2,2,5,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800415742
359,11,2,2,5,10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563
360,11,2,1,5,5,0.7,4.15,1504.0,2400,31,0.0,0,0,8.0,0.758173077
361,11,2,2,5,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828
362,11,2,2,5,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049
363,11,2,2,5,11,0.7,14.89,1735.0,10260,50,0.0,0,0,57.0,0.700170388
364,11,2,2,5,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.700029771
365,11,2,2,5,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284
366,11,2,1,5,8,0.8,2.9,1520.0,2400,31,0.0,0,0,8.0,0.594871795
367,11,2,2,5,9,0.8,54.56,757.0,4140,29,0.0,0,0,58.0,0.520237649
368,11,2,1,5,1,0.65,3.94,1506.0,2400,31,0.0,0,0,8.0,0.505128205
369,11,2,2,5,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241342
370,11,2,1,5,11,0.7,4.15,1504.0,2700,31,0.0,0,0,9.0,0.470769231
371,12,3,1,3,7,0.6,3.94,1506.0,6000,31,0.0,0,0,10.0,0.957638889
372,12,3,1,3,10,0.75,3.94,1506.0,8400,31,0.0,0,0,14.0,0.940701058
373,12,3,2,3,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849983766
374,12,3,2,3,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.800302791
375,12,3,2,3,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800191989
376,12,3,2,3,10,0.75,22.52,1328.0,10080,55,0.0,0,0,56.0,0.800020563
377,12,3,2,3,1,0.7,22.94,1384.0,12180,63,0.0,0,0,57.0,0.750162367
378,12,3,2,3,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57.0,0.750068049
379,12,3,1,3,5,0.7,4.15,1504.0,9000,31,0.0,0,0,15.0,0.742901235
380,12,3,2,3,5,0.7,20.4,1480.0,10440,40,0.0,0,0,58.0,0.700250784
381,12,3,2,3,11,0.7,14.89,1863.0,10260,50,0.0,0,0,57.0,0.700170388
382,12,3,1,3,4,0.75,4.3,1502.0,9000,31,0.0,0,0,15.0,0.670216049
383,12,3,1,3,1,0.7,3.94,1506.0,15000,31,0.0,0,0,25.0,0.649662222
384,12,3,1,3,2,0.7,3.94,1506.0,15000,31,0.0,0,0,25.0,0.649662222
385,12,3,1,3,6,0.8,2.9,1520.0,4800,31,0.0,0,0,8.0,0.626822917
386,12,3,2,3,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34.0,0.600436426
387,12,3,2,3,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.60041361
388,12,3,2,3,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132
389,12,3,2,3,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544
390,12,3,1,3,3,0.7,3.94,1506.0,12000,31,0.0,0,0,20.0,0.460578704
391,12,3,1,3,8,0.8,2.9,1520.0,4800,31,0.0,0,0,8.0,0.397743056
392,12,3,1,3,12,0.6,4.08,1505.0,5400,31,0.0,0,0,9.0,0.327407407
393,13,3,1,1,5,0.7,4.15,1504.0,2700,31,0.0,0,0,15.0,0.966666667
394,13,3,1,1,10,0.75,3.94,1506.0,1800,31,0.0,0,0,10.0,0.937242424
395,13,3,1,1,8,0.8,2.9,1520.0,1620,31,0.0,0,0,9.0,0.910521886
396,13,3,2,1,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.90064806
397,13,3,2,1,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.900321106
398,13,3,1,1,11,0.75,4.15,1504.0,1800,31,0.0,0,0,10.0,0.896022727
399,13,3,1,1,3,0.75,3.94,1506.0,1440,31,0.0,0,0,8.0,0.895454545
400,13,3,1,1,7,0.65,3.94,1506.0,2160,31,0.0,0,0,12.0,0.870580808
401,13,3,1,1,12,0.7,4.08,1505.0,1620,31,0.0,0,0,9.0,0.858585859
402,13,3,2,1,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800643806
403,13,3,2,1,10,0.75,22.52,1332.0,10080,69,0.0,0,0,56.0,0.80062987
404,13,3,2,1,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537143
405,13,3,2,1,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57.0,0.80035194
406,13,3,2,1,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079323
407,13,3,2,1,11,0.75,42.97,1282.0,10260,56,0.0,0,0,57.0,0.750041201
408,13,3,2,1,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58.0,0.700250784
409,13,3,1,1,4,0.75,4.3,1502.0,2160,31,0.0,0,0,12.0,0.651515152
410,13,3,2,1,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650416734
411,13,3,2,1,9,0.6,29.12,925.0,6660,23,0.0,0,0,58.0,0.600125217
412,13,3,1,1,2,0.75,3.94,1506.0,1440,31,0.0,0,0,8.0,0.578314394
413,13,3,1,1,1,0.7,3.94,1506.0,1440,32,0.0,0,0,8.0,0.578314394
414,13,3,2,1,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34998951
415,13,3,1,1,9,0.6,3.94,1506.0,1440,32,0.0,0,0,8.0,0.261174242
416,14,3,1,2,5,0.7,4.15,1504.0,3060,32,0.0,0,0,17.0,0.973796791
417,14,3,1,2,2,0.75,3.94,1506.0,1440,32,0.0,0,0,8.0,0.970075758
418,14,3,1,2,1,0.7,3.94,1506.0,1440,32,0.0,0,0,8.0,0.970075758
419,14,3,1,2,3,0.75,3.94,1506.0,1620,32,0.0,0,0,9.0,0.961784512
420,14,3,1,2,10,0.75,3.94,1506.0,3420,32,0.0,0,0,19.0,0.955151515
421,14,3,1,2,4,0.75,4.3,1502.0,2160,32,0.0,0,0,12.0,0.952020202
422,14,3,2,2,4,0.75,22.52,867.0,10260,94,0.0,0,0,57.0,0.900321106
423,14,3,2,2,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850223776
424,14,3,2,2,1,0.7,22.94,1682.0,10530,75,0.0,0,0,58.5,0.800909609
425,14,3,2,2,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513307
426,14,3,2,2,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32.0,0.800386364
427,14,3,2,2,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800020563
428,14,3,1,2,7,0.65,3.94,1506.0,2520,32,0.0,0,0,14.0,0.749188312
429,14,3,2,2,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.7005417
430,14,3,2,2,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.70043672
431,14,3,2,2,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58.0,0.700250784
432,14,3,2,2,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650407524
433,14,3,1,2,12,0.7,4.08,1505.0,1620,32,0.0,0,0,9.0,0.618181818
434,14,3,2,2,11,0.75,42.97,532.0,10260,40,0.0,0,0,57.0,0.59114168
435,14,3,2,2,8,0.5,15.09,1557.0,720,23,0.0,0,0,52.0,0.500061916
436,14,3,1,2,8,0.8,2.9,1520.0,720,32,0.0,0,0,4.0,0.329545455
437,15,3,1,0,3,0.75,3.94,1506.0,1800,32,0.0,0,0,10.0,1.059621212
438,15,3,1,0,10,0.75,3.94,1506.0,3780,32,0.0,0,0,21.0,0.997792208
439,15,3,1,0,4,0.75,4.3,1502.0,2160,32,0.0,0,0,12.0,0.963699495
440,15,3,1,0,5,0.7,4.15,1504.0,2700,32,0.0,0,0,15.0,0.959191919
441,15,3,1,0,2,0.75,3.94,1506.0,1800,32,0.0,0,0,10.0,0.910378788
442,15,3,1,0,1,0.7,3.94,1506.0,1800,32,0.0,0,0,10.0,0.910378788
443,15,3,2,0,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56.5,0.850312684
444,15,3,2,0,6,0.8,11.61,1072.0,5760,50,0.0,0,0,32.0,0.800386364
445,15,3,2,0,3,0.75,22.52,1584.0,10260,69,0.0,0,0,57.0,0.80035194
446,15,3,2,0,2,0.75,22.94,1764.0,10260,55,0.0,0,0,57.0,0.800034024
447,15,3,2,0,1,0.7,22.94,1745.0,10440,60,0.0,0,0,58.0,0.800023511
448,15,3,2,0,10,0.75,22.52,1250.0,10080,55,0.0,0,0,56.0,0.800020563
449,15,3,1,0,12,0.7,4.08,1505.0,1620,32,0.0,0,0,9.0,0.769292929
450,15,3,2,0,5,0.75,20.4,1118.0,10320,56,0.0,0,0,58.0,0.750031447
451,15,3,2,0,9,0.7,29.12,1143.0,10440,40,0.0,0,0,58.0,0.70061442
452,15,3,2,0,12,0.7,15.26,1337.0,6120,40,0.0,0,0,34.0,0.70043672
453,15,3,1,0,7,0.65,3.94,1506.0,1440,32,0.0,0,0,8.0,0.646306818
454,15,3,2,0,8,0.6,15.09,1519.0,360,23,0.0,0,0,52.0,0.600143365
455,15,3,2,0,11,0.35,28.08,749.0,10260,23,0.0,0,0,57.0,0.350066986
456,16,3,2,4,2,0.75,22.52,1635.0,6840,119,0.0,0,0,57.0,1.000230409
457,16,3,2,4,3,0.75,22.52,1299.0,6840,119,0.0,0,0,57.0,1.000230409
458,16,3,1,4,10,0.8,3.94,1506.0,1440,32,0.0,0,0,12.0,0.979527778
459,16,3,1,4,4,0.8,4.3,1502.0,1440,32,0.0,0,0,12.0,0.940625
460,16,3,1,4,5,0.5,4.15,1504.0,1440,32,0.0,0,0,12.0,0.926388889
461,16,3,2,4,10,0.8,22.52,1134.0,6720,70,0.0,0,0,56.0,0.900129762
462,16,3,1,4,3,0.75,3.94,1506.0,1440,32,0.0,0,0,12.0,0.861875
463,16,3,2,4,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56.5,0.850312684
464,16,3,1,4,8,0.65,3.94,1506.0,960,32,0.0,0,0,8.0,0.845458333
465,16,3,1,4,12,0.7,4.15,1504.0,1080,32,0.0,0,0,9.0,0.823555556
466,16,3,1,4,7,0.5,4.15,1504.0,960,32,0.0,0,0,8.0,0.803541667
467,16,3,2,4,1,0.75,22.94,1871.0,6960,55,0.0,0,0,58.0,0.800263218
468,16,3,1,4,2,0.75,3.94,1506.0,1200,32,0.0,0,0,10.0,0.788
469,16,3,1,4,1,0.75,3.94,1506.0,1200,32,0.0,0,0,10.0,0.77815
470,16,3,2,4,9,0.7,29.12,1294.0,6960,50,0.0,0,0,58.0,0.700386207
471,16,3,2,4,12,0.7,15.26,1462.0,4080,40,0.0,0,0,34.0,0.700164706
472,16,3,2,4,8,0.65,15.09,976.0,240,23,0.0,0,0,52.0,0.650307143
473,16,3,2,4,6,0.8,30.4,338.0,3840,34,0.0,0,0,32.0,0.622828125
474,16,3,1,4,6,0.8,2.9,1520.0,960,32,0.0,0,0,8.0,0.6225
475,16,3,2,4,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58.0,0.500035345
476,16,3,2,4,11,0.5,48.18,1282.0,6480,23,0.0,0,0,54.0,0.37046657
477,17,3,2,5,2,0.8,22.52,1559.0,6840,90,0.0,0,0,57.0,1.000230409
478,17,3,2,5,3,0.8,22.52,1350.0,6840,113,0.0,0,0,57.0,1.000230409
479,17,3,1,5,6,0.35,2.9,1520.0,1800,32,0.0,0,0,15.0,0.977555556
480,17,3,1,5,1,0.75,3.94,1506.0,1200,33,0.0,0,0,10.0,0.9456
481,17,3,1,5,2,0.8,3.94,1506.0,1800,33,0.0,0,0,15.0,0.902222222
482,17,3,2,5,10,0.8,22.52,1175.0,6720,60,0.0,0,0,56.0,0.850532143
483,17,3,2,5,1,0.75,22.94,1868.0,6960,81,0.0,0,0,58.0,0.850362069
484,17,3,1,5,10,0.8,3.94,1506.0,1200,33,0.0,0,0,10.0,0.840533333
485,17,3,2,5,5,0.6,20.79,1045.0,6960,88,0.0,0,0,58.0,0.800534483
486,17,3,2,5,4,0.8,22.52,1342.0,6780,50,0.0,0,0,56.5,0.800489676
487,17,3,1,5,12,0.75,4.08,1505.0,1080,33,0.0,0,0,9.0,0.755555556
488,17,3,2,5,9,0.7,29.12,1340.0,6960,63,0.0,0,0,58.0,0.750593103
489,17,3,2,5,12,0.75,15.26,1429.0,3600,45,0.0,0,0,35.0,0.750283333
490,17,3,1,5,4,0.8,4.3,1502.0,1440,33,0.0,0,0,12.0,0.722638889
491,17,3,1,5,8,0.65,4.15,1504.0,960,33,0.0,0,0,8.0,0.553333333
492,17,3,2,5,11,0.5,20.1,1413.0,5880,46,0.0,0,0,54.0,0.500567308
493,17,3,2,5,8,0.7,38.09,336.0,6240,0,0.0,0,0,52.0,0.467693269
494,17,3,2,5,6,0.35,18.79,511.0,1800,23,0.0,0,0,32.0,0.437995338
495,17,3,1,5,7,0.6,3.94,1506.0,960,33,0.0,0,0,8.0,0.406354167
496,17,3,2,5,7,0.6,23.54,958.0,6600,0,0.0,0,0,55.0,0.285333333
497,17,3,1,5,11,0.5,2.9,1520.0,960,33,0.0,0,0,8.0,0.259375
498,18,4,2,3,2,0.8,22.52,1416.0,6840,113,0.0,0,0,57.0,1.000230409
499,18,4,1,3,4,0.8,4.3,1502.0,1200,33,0.0,0,0,10.0,0.989
500,18,4,2,3,3,0.8,22.52,1287.0,6840,100,0.0,0,0,57.0,0.950185965
501,18,4,2,3,4,0.8,22.52,1444.0,6900,88,0.0,0,0,57.5,0.9008
502,18,4,2,3,10,0.8,22.52,1088.0,6720,88,0.0,0,0,56.0,0.900129762
503,18,4,1,3,6,0.5,2.9,1520.0,1200,33,0.0,0,0,10.0,0.899
504,18,4,1,3,8,0.65,4.15,1504.0,960,33,0.0,0,0,8.0,0.877552083
505,18,4,1,3,11,0.6,2.9,1520.0,960,33,0.0,0,0,8.0,0.864583333
506,18,4,1,3,10,0.8,3.94,1506.0,1200,33,0.0,0,0,10.0,0.85695
507,18,4,1,3,1,0.75,3.94,1506.0,1200,33,0.0,0,0,10.0,0.853666667
508,18,4,2,3,1,0.75,22.94,1579.0,6960,81,0.0,0,0,58.0,0.850362069
509,18,4,2,3,9,0.7,29.12,1170.0,6960,53,0.0,0,0,58.0,0.850170115
510,18,4,2,3,5,0.65,20.79,1015.0,7080,81,0.0,0,0,59.0,0.800473729
511,18,4,1,3,2,0.8,3.94,1506.0,1200,33,0.0,0,0,10.0,0.773333333
512,18,4,2,3,12,0.75,15.26,1436.0,4200,45,0.0,0,0,35.0,0.750646667
513,18,4,1,3,12,0.75,4.08,1505.0,1080,33,0.0,0,0,9.0,0.634666667
514,18,4,2,3,11,0.6,20.1,1601.0,4320,46,0.0,0,0,51.0,0.60059761
515,18,4,2,3,6,0.5,18.79,717.0,3960,23,0.0,0,0,33.0,0.500117677
516,18,4,1,3,3,0.8,3.94,1506.0,960,33,0.0,0,0,8.0,0.4925
517,18,4,2,3,7,0.65,23.54,830.0,6600,0,0.0,0,0,55.0,0.48792
518,20,4,2,1,3,0.8,22.52,1136.0,6960,113,0.0,0,0,58.0,1.000457471
519,20,4,2,1,2,0.8,22.52,1397.0,6840,113,0.0,0,0,57.0,1.000230409
520,20,4,1,1,2,0.8,3.94,1506.0,1200,33,0.0,0,0,10.0,0.971866667
521,20,4,1,1,3,0.8,3.94,1506.0,960,33,0.0,0,0,8.0,0.971866667
522,20,4,1,1,4,0.8,3.94,1506.0,1200,33,0.0,0,0,10.0,0.971866667
523,20,4,1,1,10,0.8,3.94,1506.0,1200,33,0.0,0,0,10.0,0.971866667
524,20,4,1,1,1,0.75,3.94,1506.0,1800,33,0.0,0,0,15.0,0.971866667
525,20,4,1,1,9,0.75,3.94,1506.0,240,33,0.0,0,0,2.0,0.971866667
526,20,4,1,1,12,0.75,4.08,1505.0,1080,33,0.0,0,0,9.0,0.971866667
527,20,4,1,1,5,0.7,3.94,1506.0,240,33,0.0,0,0,2.0,0.971866667
528,20,4,1,1,7,0.7,3.94,1506.0,1200,33,0.0,0,0,10.0,0.971866667
529,20,4,1,1,8,0.65,3.94,1506.0,960,33,0.0,0,0,8.0,0.971866667
530,20,4,1,1,11,0.65,3.94,1506.0,600,33,0.0,0,0,5.0,0.971866667
531,20,4,1,1,6,0.6,3.94,1506.0,1200,33,0.0,0,0,10.0,0.971866667
532,20,4,2,1,10,0.8,22.52,1116.0,6720,93,0.0,0,0,56.0,0.920236905
533,20,4,2,1,4,0.8,22.52,1432.0,6660,88,0.0,0,0,57.5,0.900537069
534,20,4,2,1,9,0.75,29.12,1082.0,6840,81,0.0,0,0,57.0,0.850610526
535,20,4,2,1,1,0.75,22.94,1502.0,6960,81,0.0,0,0,58.0,0.850362069
536,20,4,2,1,12,0.75,15.26,1209.0,4200,45,0.0,0,0,35.0,0.750646667
537,20,4,2,1,5,0.7,50.89,282.0,5880,56,0.0,0,0,59.0,0.656763743
538,20,4,2,1,11,0.65,20.1,1417.0,6480,49,0.0,0,0,54.0,0.650148148
539,20,4,2,1,6,0.6,18.79,799.0,3960,23,0.0,0,0,33.0,0.600710606
540,20,4,2,1,7,0.7,23.54,1109.0,6720,0,0.0,0,0,56.0,0.388830357
541,20,4,2,1,8,0.5,23.54,1144.0,6480,0,0.0,0,0,54.0,0.286984568
542,26,0,1,2,8,0.65,4.15,1504.0,960,34,0.0,0,0,8.0,1.0115625
543,26,0,2,2,2,0.8,22.52,1396.0,6900,113,0.0,0,0,57.5,1.000671304
544,26,0,2,2,1,0.8,22.94,1582.0,3060,113,0.0,0,0,58.5,1.000402055
545,26,0,1,2,1,0.75,3.94,1506.0,2280,34,0.0,0,0,19.0,0.950438596
546,26,0,2,2,3,0.8,22.52,1124.0,6840,100,0.0,0,0,57.0,0.950185965
547,26,0,1,2,2,0.8,3.94,1506.0,1200,34,0.0,0,0,10.0,0.912766667
548,26,0,1,2,7,0.7,3.94,1506.0,2160,34,0.0,0,0,18.0,0.892194444
549,26,0,1,2,10,0.8,3.94,1506.0,1200,34,0.0,0,0,10.0,0.8865
550,26,0,2,2,10,0.8,22.52,1282.0,6720,75,0.0,0,0,56.0,0.850532143
551,26,0,2,2,4,0.8,22.52,1472.0,7020,60,0.0,0,0,58.5,0.85011396
552,26,0,1,2,4,0.8,4.3,1502.0,1440,34,0.0,0,0,12.0,0.845069444
553,26,0,2,2,9,0.75,29.12,1282.0,6960,45,0.0,0,0,58.0,0.750593103
554,26,0,2,2,12,0.75,15.26,1276.0,1440,45,0.0,0,0,35.0,0.750450658
555,26,0,1,2,12,0.75,4.08,1505.0,1080,34,0.0,0,0,9.0,0.702666667
556,26,0,2,2,11,0.7,20.1,1192.0,6120,75,0.0,0,0,54.0,0.700508929
557,26,0,2,2,6,0.65,18.79,881.0,3960,26,0.0,0,0,33.0,0.651007071
558,26,0,2,2,8,0.6,24.26,1196.0,6600,0,0.0,0,0,55.0,0.466821212
559,26,0,2,2,7,0.7,24.26,1400.0,6720,0,0.0,0,0,56.0,0.411553571
560,26,0,1,2,6,0.6,2.9,1520.0,1200,34,0.0,0,0,10.0,0.314166667
561,36,0,2,0,1,0.8,22.94,16882.0,7020,113,0.0,0,0,58.5,1.000602279
562,36,0,1,0,9,0.75,3.94,1506.0,960,34,0.0,0,0,8.0,0.994270833
563,36,0,2,0,2,0.8,22.52,21385.0,7020,88,0.0,0,0,58.5,0.900158405
564,36,0,2,0,3,0.8,22.52,21266.0,6840,70,0.0,0,0,57.0,0.90014152
565,36,0,2,0,10,0.8,22.52,21540.0,6720,88,0.0,0,0,56.0,0.900129762
566,36,0,1,0,10,0.8,3.94,1506.0,1200,34,0.0,0,0,10.0,0.85695
567,36,0,1,0,4,0.8,4.3,1502.0,1440,34,0.0,0,0,12.0,0.809236111
568,36,0,2,0,12,0.8,15.26,12261.0,3600,63,0.0,0,0,35.0,0.800401961
569,36,0,2,0,4,0.8,22.52,23122.0,5940,50,0.0,0,0,56.5,0.800393224
570,36,0,2,0,9,0.75,29.12,8992.0,6960,55,0.0,0,0,58.0,0.799963218
571,36,0,1,0,12,0.75,4.08,1505.0,1080,34,0.0,0,0,9.0,0.740444444
572,36,0,2,0,11,0.7,20.55,9792.0,6480,60,0.0,0,0,54.0,0.700398148
573,36,0,2,0,6,0.7,18.79,2984.0,3960,30,0.0,0,0,33.0,0.700354545
574,36,0,1,0,8,0.65,4.15,1504.0,960,34,0.0,0,0,8.0,0.561979167
575,36,0,1,0,1,0.75,3.94,1506.0,2280,34,0.0,0,0,19.0,0.504596491
576,36,0,2,0,5,0.5,30.1,839.0,6960,0,0.0,0,0,58.0,0.500801724
577,36,0,2,0,7,0.7,24.26,2698.0,6720,0,0.0,0,0,56.0,0.295307738
578,36,0,1,0,6,0.6,2.9,1520.0,1200,34,0.0,0,0,10.0,0.280333333
579,36,0,2,0,8,0.65,24.26,1435.0,6600,0,0.0,0,0,55.0,0.260978788
580,42,0,1,4,2,0.8,3.94,1506.0,2400,34,0.0,0,0,20.0,1.001416667
581,42,0,2,4,1,0.8,22.52,1500.0,6900,113,0.0,0,0,57.5,1.000018551
