date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,,,routine
3/10/2015,Quarter2,finishing,Tuesday,2,0.7,3.9,,960,0,0,0,0,8,0.741,0.491494387,0.249505613,15
3/10/2015,Quarter2,sweing,Tuesday,8,0.7,30.48,923,6840,30,0,0,1,57,0.700505263,0.439688385,0.260816878,16
3/10/2015,Quarter2,sweing,Tuesday,6,0.7,23.41,1180,4560,30,0,0,1,38,0.700246491,0.318017066,0.382229425,17
3/10/2015,Quarter2,sweing,Tuesday,2,0.7,16.1,957,5400,40,0,0,1,45,0.700051852,0.441010714,0.259041138,18
3/10/2015,Quarter2,sweing,Tuesday,5,0.65,26.82,1001,7080,26,0,0,1,59,0.650044068,0.444933206,0.205110862,19
3/10/2015,Quarter2,sweing,Tuesday,7,0.6,30.48,1017,6840,25,0,0,1,57,0.630402924,0.415165961,0.215236963,20
3/10/2015,Quarter2,finishing,Tuesday,8,0.65,3.9,,960,0,0,0,0,8,0.560625,0.319829494,0.240795506,21
3/10/2015,Quarter2,finishing,Tuesday,7,0.5,3.9,,960,0,0,0,0,8,0.560625,0.26748538,0.29313962,22
3/10/2015,Quarter2,finishing,Tuesday,10,0.7,2.9,,960,0,0,0,0,8,0.39875,0.208506703,0.190243297,23
3/11/2015,Quarter2,finishing,Wednesday,12,0.8,4.6,,2160,0,0,0,0,9,0.922839506,0.921169102,0.001670404,1
3/11/2015,Quarter2,finishing,Wednesday,11,0.8,2.9,,2400,0,0,0,0,10,0.874027778,0.927994132,-0.053966354,2
3/11/2015,Quarter2,finishing,Wednesday,2,0.75,3.9,,1920,0,0,0,0,8,0.819270833,0.825863302,-0.006592469,3
3/11/2015,Quarter2,finishing,Wednesday,4,0.75,3.94,,1920,0,0,0,0,8,0.813309028,0.792857111,0.020451917,4
3/11/2015,Quarter2,finishing,Wednesday,1,0.75,3.94,,1920,0,0,0,0,8,0.812625,0.779635787,0.032989213,5
3/11/2015,Quarter2,sweing,Wednesday,12,0.8,15.26,470,4080,63,0,0,0,34,0.800401961,0.758648992,0.041752969,6
3/11/2015,Quarter2,sweing,Wednesday,3,0.8,30.1,735,6960,63,0,0,1,58,0.800071839,0.725708187,0.074363652,7
3/11/2015,Quarter2,sweing,Wednesday,11,0.8,11.41,560,3420,50,0,0,0,58,0.800034503,0.774792373,0.02524213,8
3/11/2015,Quarter2,finishing,Wednesday,3,0.8,4.6,,1920,0,0,0,0,8,0.786631944,0.734484613,0.052147331,9
3/11/2015,Quarter2,finishing,Wednesday,5,0.7,3.94,,1440,0,0,0,0,12,0.75885,0.750176549,0.008673451,10
3/11/2015,Quarter2,sweing,Wednesday,10,0.75,21.82,1674,6000,34,0,0,0,50,0.750608,0.717609882,0.032998118,11
3/11/2015,Quarter2,sweing,Wednesday,9,0.75,18.79,290,5040,45,0,0,0,52,0.750347333,0.683371961,0.066975372,12
3/11/2015,Quarter2,sweing,Wednesday,2,0.75,16.1,971,5400,45,0,0,1,45,0.750140741,0.664375722,0.085765019,13
3/11/2015,Quarter2,sweing,Wednesday,1,0.75,26.82,1322,7080,45,0,0,0,59,0.750050847,0.614118874,0.135931973,14
3/11/2015,Quarter2,sweing,Wednesday,4,0.75,26.82,1054,7080,45,0,0,0,59,0.750050847,0.508343279,0.241707568,15
3/11/2015,Quarter2,sweing,Wednesday,5,0.7,26.82,992,6960,30,0,0,1,58,0.700556897,0.476117402,0.224439495,16
3/11/2015,Quarter2,sweing,Wednesday,8,0.7,30.48,914,6840,30,0,0,1,57,0.700505263,0.332126111,0.368379152,17
3/11/2015,Quarter2,sweing,Wednesday,6,0.7,23.41,1128,4560,40,0,0,1,38,0.700246491,0.330045998,0.370200493,18
3/11/2015,Quarter2,sweing,Wednesday,7,0.65,30.48,935,6840,26,0,0,1,57,0.650596491,0.413672209,0.236924282,19
3/11/2015,Quarter2,finishing,Wednesday,10,0.75,2.9,,960,0,0,0,0,8,0.628333333,0.3374964,0.290836933,20
3/11/2015,Quarter2,finishing,Wednesday,8,0.7,3.9,,960,0,0,0,0,8,0.625625,0.340395302,0.285229698,21
3/11/2015,Quarter2,finishing,Wednesday,7,0.65,3.9,,960,0,0,0,0,8,0.625625,0.282402813,0.343222187,22
3/11/2015,Quarter2,finishing,Wednesday,9,0.75,2.9,,1800,0,0,0,0,15,0.505888889,0.234715655,0.271173234,23
3/11/2015,Quarter2,finishing,Wednesday,6,0.7,2.9,,720,0,0,0,0,6,0.394722222,0.172094911,0.222627311,24
